feature.sig/Gene	feature.sig/Protein	feature.sig	pvalue.sig	fdr.sig	n.sig	coef.sig	mean0.sig	mean1.sig	mean0.sig.w	mean1.sig.w	class
BAD	Bad	BAD_sym2pro_Bad_pS112.R.V	5.93E-05	0.000841825	54	-0.169218579	0.024063711	-0.107696267	0.017722418	-0.151496162	STAD
BAK1	Bak	NA_sym2pro_Bak.R.C	0.004312526	0.021281376	54	-0.087119915	0.005243644	-0.047532352	-0.002686788	-0.025620893	STAD
BCL2	Bcl.2	BCL2_sym2pro_Bcl.2.M.V	8.79E-06	0.000181409	54	-0.166224403	0.048656066	-0.054475337	0.074447096	-0.091777307	STAD
RAF1	C.Raf	RAF1_sym2pro_C.Raf_pS338.R.E	0.005948647	0.027558018	54	0.079796639	-0.006260867	0.062670669	-0.015030627	0.040355225	STAD
MS4A1	CD20	MS4A1_sym2pro_CD20.R.C	0.000124924	0.00144056	54	-0.096105663	0.039907715	0.016740624	0.064877045	-0.031228618	STAD
CASP7	Caspase.7	CASP7_sym2pro_Caspase.7_cleavedD198.R.C	2.73E-05	0.000442367	54	0.607999468	0.028943549	0.566971071	0.097515777	0.705515246	STAD
CAV1	Caveolin.1	CAV1_sym2pro_Caveolin.1.R.V	2.13E-07	3.94E-05	54	-0.766351959	0.367714442	-0.024938306	0.491505173	-0.274846786	STAD
CHEK2	Chk2	CHEK2_sym2pro_Chk2.M.E	9.26E-05	0.001236805	54	0.239938722	-0.063028962	0.098306444	-0.060899128	0.179039595	STAD
CLDN7	Claudin.7	CLDN7_sym2pro_Claudin.7.R.V	5.18E-06	0.00014184	54	0.534401011	-0.165844544	0.233676674	-0.23420251	0.300198501	STAD
CCNB1	Cyclin	CCNB1_sym2pro_Cyclin_B1.R.V	9.72E-07	4.99E-05	54	0.43342002	-0.170771816	0.129890349	-0.16182993	0.271590091	STAD
CCND1	Cyclin	CCND1_sym2pro_Cyclin_D1.R.V	0.011811623	0.049652562	54	-0.164372092	0.136011428	0.018911042	0.122158554	-0.042213538	STAD
CCNE1	Cyclin	CCNE1_sym2pro_Cyclin_E1.M.V	0.002935979	0.0162553	54	0.281973493	-0.001892447	0.171867553	-0.065841661	0.216131831	STAD
DIRAS3	DIRAS3	DIRAS3_sym2pro_DIRAS3.M.E	0.008782247	0.038337886	54	-0.063276298	-0.032499413	-0.032472907	-0.014835598	-0.078111895	STAD
ESR1	ER.alpha	ESR1_sym2pro_ER.alpha.R.V	0.000190222	0.001877413	54	-0.1138024	0.049755227	-0.010326761	0.061518699	-0.052283701	STAD
FASN	FASN	FASN_sym2pro_FASN.R.V	1.59E-05	0.000278111	54	0.33702059	-0.092748038	0.087861076	-0.16218477	0.17483582	STAD
FOXO3	FOXO3a	FOXO3_sym2pro_FOXO3a.R.C	0.003450396	0.017800907	54	-0.13348198	0.074392629	-0.020565957	0.057988493	-0.075493488	STAD
FOXO3	FOXO3a	FOXO3_sym2pro_FOXO3a_pS318_S321.R.C	0.000126922	0.00144056	54	-0.135858858	0.076287914	-0.007260028	0.07894557	-0.056913289	STAD
FN1	Fibronectin	FN1_sym2pro_Fibronectin.R.V	0.002251212	0.01344803	54	0.187794702	-0.121921177	0.075110642	-0.126726677	0.061068025	STAD
FOXM1	FoxM1	FOXM1_sym2pro_FoxM1.R.V	0.003217876	0.016987391	54	0.156379831	0.025671894	0.088767318	-0.004944468	0.151435364	STAD
MAP2K1	MEK1	MAP2K1_sym2pro_MEK1.R.V	0.000170024	0.001837873	54	0.132365919	-0.076936542	0.027707201	-0.086174569	0.04619135	STAD
MYH11	MYH11	MYH11_sym2pro_MYH11.R.V	8.30E-06	0.000181409	54	-1.343083674	0.507828407	-0.41609974	0.625813608	-0.717270066	STAD
MYH9	Myosin.IIa	MYH9_sym2pro_Myosin.IIa_pS1943.R.V	0.001340407	0.009508515	54	0.323877643	-0.307018311	0.089699488	-0.259462928	0.064414716	STAD
SERPINE1	PAI.1	SERPINE1_sym2pro_PAI.1.M.E	0.000409121	0.003571941	54	0.353124056	-0.115177954	0.24725485	-0.097305057	0.255818999	STAD
PCNA	PCNA	PCNA_sym2pro_PCNA.M.C	0.004784736	0.023109259	54	0.15585778	-0.042528117	0.102599771	-0.021288112	0.134569668	STAD
PDPK1	PDK1	PDPK1_sym2pro_PDK1.R.V	0.008767221	0.038337886	54	0.114063035	-0.007506036	0.060178265	0.006352582	0.120415617	STAD
PDPK1	PDK1	PDPK1_sym2pro_PDK1_pS241.R.V	0.004052066	0.020440421	54	0.084418811	-0.036530762	-0.00192281	-0.025073061	0.05934575	STAD
PRKCA	PKC.alpha	PRKCA_sym2pro_PKC.alpha.M.V	0.00197481	0.013044271	54	-0.181981269	0.112794939	-0.090869022	0.080892691	-0.101088577	STAD
PRKCD	PKC.delta	PRKCD_sym2pro_PKC.delta_pS664.R.V	0.00108114	0.007916734	54	-0.07879166	0.069792768	-0.026336585	0.052192591	-0.026599069	STAD
PRKCB	PKC.pan	PRKCB_sym2pro_PKC.pan_BetaII_pS660.R.V	0.002704473	0.015741422	54	-0.18984913	0.070326211	-0.119896462	0.058542964	-0.131306166	STAD
PGR	PR	PGR_sym2pro_PR.R.V	0.002011231	0.013044271	54	-0.086632353	0.016289289	-0.03997974	0.019679072	-0.06695328	STAD
PREX1	PREX1	PREX1_sym2pro_PREX1.R.E	0.002220174	0.01344803	54	0.13303019	-0.063560023	0.093427478	-0.0107931	0.12223709	STAD
RICTOR	Rictor	RICTOR_sym2pro_Rictor.R.C	5.62E-06	0.00014184	54	-0.92901571	0.644521697	-0.025235708	0.741969899	-0.187045811	STAD
SMAD1	Smad1	SMAD1_sym2pro_Smad1.R.V	4.13E-06	0.000133867	54	0.131600072	-0.06615985	0.020949017	-0.077916207	0.053683865	STAD
SRC..LYN..FYN..LCK..YES1..HCK	Src	SRC..LYN..FYN..LCK..YES1..HCK_sym2pro_Src_pY416.R.C	0.000187793	0.001877413	54	0.238006259	-0.113959001	0.140406275	-0.067884734	0.170121525	STAD
TFRC	TFRC	TFRC_sym2pro_TFRC.R.V	5.22E-05	0.000789909	54	0.501598266	-0.270946808	0.131308781	-0.291681167	0.2099171	STAD
TSC1	TSC1	TSC1_sym2pro_TSC1.R.C	0.003149943	0.016987391	54	-0.122793953	0.029424539	-0.080834023	0.026304404	-0.096489549	STAD
KDR	VEGFR2	KDR_sym2pro_VEGFR2.R.V	0.002780543	0.015779579	54	-0.183717451	0.073888472	-0.058233465	0.086044678	-0.097672773	STAD
YAP1	YAP	YAP1_sym2pro_YAP_pS127.R.E	0.000915337	0.006926047	54	-0.22210979	0.104891822	-0.036954115	0.11978672	-0.10232307	STAD
CTNNA1	alpha.Catenin	CTNNA1_sym2pro_alpha.Catenin.M.V	0.001753524	0.012062123	54	0.140948111	-0.069508159	-0.013775928	-0.084120112	0.056827999	STAD
KIT	c.Kit	KIT_sym2pro_c.Kit.R.V	1.10E-06	4.99E-05	54	-0.296549803	0.180157739	0.02424162	0.241144236	-0.055405567	STAD
BIRC2	cIAP	BIRC2_sym2pro_cIAP.R.V	0.000237391	0.002245319	54	0.098407994	-0.028854814	0.051289465	-0.018234835	0.080173159	STAD
EEF2	eEF2	EEF2_sym2pro_eEF2.R.C	0.010473088	0.044856433	54	0.152727616	0.02641351	0.109699673	0.025696639	0.178424255	STAD
EIF4E	eIF4E	EIF4E_sym2pro_eIF4E.R.V	3.72E-07	3.94E-05	54	0.179586085	-0.034773456	0.08047785	-0.06651937	0.113066715	STAD
MTOR	mTOR	MTOR_sym2pro_mTOR_pS2448.R.C	5.21E-07	3.94E-05	54	-0.159786452	0.063064336	-0.055467993	0.086280776	-0.073505676	STAD
RPS6KB1	p70S6K	RPS6KB1_sym2pro_p70S6K_pT389.R.V	1.33E-05	0.000251577	54	-0.178101616	0.091315615	-0.035051747	0.124318334	-0.053783282	STAD
RPS6KA1	p90RSK	RPS6KA1_sym2pro_p90RSK.R.C	0.000353732	0.003211887	54	0.163075886	-0.04494612	0.062497489	-0.063309717	0.099766169	STAD
YWHAZ	14.3.3	YWHAZ_sym2pro_14.3.3_zeta.R.V	0.000131295	0.025205768	11	-0.132729138	0.084289789	-0.019379745	0.107281314	-0.025447824	TGCT
MS4A1	CD20	MS4A1_sym2pro_CD20.R.C	0.002023229	0.044106403	11	-0.103101024	0.093359726	-0.049206301	0.07060332	-0.032497704	TGCT
ERCC1	ERCC1	ERCC1_sym2pro_ERCC1.M.V	0.000785554	0.0404634	11	-0.076520129	0.037728129	-0.021254743	0.058877115	-0.017643014	TGCT
IGFBP2	IGFBP2	IGFBP2_sym2pro_IGFBP2.R.V	0.00169911	0.044106403	11	0.314588259	-0.084043581	0.176883399	-0.116155623	0.198432636	TGCT
PDPK1	PDK1	PDPK1_sym2pro_PDK1.R.V	0.001928274	0.044106403	11	0.082372243	-0.007607507	0.085750424	0.001478718	0.083850961	TGCT
PDPK1	PDK1	PDPK1_sym2pro_PDK1_pS241.R.V	0.002409101	0.047743997	11	0.140943304	-0.059406839	0.096836418	-0.053238969	0.087704334	TGCT
PIK3CA	PI3K.p110.alpha	PIK3CA_sym2pro_PI3K.p110.alpha.R.C	0.00092806	0.0404634	11	-0.069983012	0.03362771	-0.03019777	0.040304759	-0.029678253	TGCT
SHC1	Shc	SHC1_sym2pro_Shc_pY317.R.E	0.00189708	0.044106403	11	-0.072237736	0.010929317	-0.046837363	0.02438984	-0.047847896	TGCT
SNAI1	Snail	SNAI1_sym2pro_Snail.M.E	0.000346868	0.025205768	11	-0.196220551	0.122880435	-0.05136623	0.151941388	-0.044279163	TGCT
CDKN1B	p27	CDKN1B_sym2pro_p27_pT198.R.V	0.000315394	0.025205768	11	-0.076161046	0.056068668	-0.0310222	0.044914241	-0.031246805	TGCT
SQSTM1	p62.LCK.ligand	SQSTM1_sym2pro_p62.LCK.ligand.M.C	0.001708964	0.044106403	11	0.163036055	-0.049418063	0.040327017	-0.096112454	0.066923601	TGCT
YWHAB	14.3.3	YWHAB_sym2pro_14.3.3_beta.R.V	0.000176228	0.004581932	49	0.107068397	0.004144319	0.120074751	0.012686045	0.119754442	THCA
YWHAZ	14.3.3	YWHAZ_sym2pro_14.3.3_zeta.R.V	0.006052985	0.039344405	49	-0.102131502	0.01661332	-0.101897339	0.002660763	-0.099470739	THCA
EIF4EBP1	4E.BP1	EIF4EBP1_sym2pro_4E.BP1.R.V	0.006024449	0.039344405	49	0.117287835	0.062598324	0.176225848	0.06056914	0.177856976	THCA
EIF4EBP1	4E.BP1	EIF4EBP1_sym2pro_4E.BP1_pT37_T46.R.V	7.55E-06	0.000720843	49	-0.241722226	0.116398231	-0.148598321	0.094755301	-0.146966925	THCA
ACVRL1	ACVRL1	ACVRL1_sym2pro_ACVRL1.R.C	0.000131132	0.003788248	49	0.146550735	0.050763016	0.19229053	0.047266603	0.193817337	THCA
ATM 	ATM	NA_sym2pro_ATM.R.C	0.002979048	0.027089038	49	-0.238859444	0.092935816	-0.180501606	0.032863648	-0.136324796	THCA
ANXA1	Annexin.1	ANXA1_sym2pro_Annexin.1.M.E	0.003226368	0.027961854	49	-0.370685465	-0.151437218	-0.651643585	-0.273417012	-0.644102478	THCA
ANXA7	Annexin	ANXA7_sym2pro_Annexin_VII.M.V	0.004074846	0.03310812	49	0.082174998	0.009706126	0.092553847	0.012345798	0.094520796	THCA
BRCA2	BRCA2	BRCA2_sym2pro_BRCA2.R.C	0.001884133	0.019729075	49	0.252727251	-0.017314363	0.279238377	0.020240621	0.272967872	THCA
BAX	Bax	BAX_sym2pro_Bax.R.V	0.001053986	0.016119788	49	-0.128310537	0.042324416	-0.113252791	0.017115944	-0.111194592	THCA
CHEK1 	Chk1	NA_sym2pro_Chk1.R.E	0.000222841	0.005267148	49	0.123133396	-0.003103009	0.115315691	-0.005049101	0.045699444	THCA
CHEK2	Chk2	NA_sym2pro_Chk2_pT68.R.C	0.00675623	0.040287817	49	0.105396725	0.031414879	0.133405975	0.015137879	0.103825735	THCA
CLDN7	Claudin.7	CLDN7_sym2pro_Claudin.7.R.V	0.005771318	0.039344405	49	0.510280786	0.025230719	0.651762181	0.131468456	0.641749242	THCA
ERCC1	ERCC1	ERCC1_sym2pro_ERCC1.M.V	0.00302147	0.027089038	49	0.142336511	-0.067766426	0.111974917	-0.035125584	0.107210927	THCA
FOXO3	FOXO3a	FOXO3_sym2pro_FOXO3a.R.C	1.18E-06	0.000306499	49	0.143419518	0.013649229	0.151590672	0.008808175	0.152227693	THCA
FN1	Fibronectin	NA_sym2pro_Fibronectin.R.C	0.008111831	0.044873957	49	-1.031769631	0.543124657	-0.714830901	0.176440857	-0.538052618	THCA
GSK3A..GSK3B	GSK3.alpha.beta	GSK3A..GSK3B_sym2pro_GSK3.alpha.beta.M.V	0.000977689	0.015887445	49	-0.092047338	0.000673811	-0.10274191	-0.008778317	-0.100825655	THCA
GSK3A..GSK3B	GSK3	GSK3A..GSK3B_sym2pro_GSK3_pS9.R.V	0.000369363	0.008002872	49	-0.172874474	0.029170479	-0.150420931	0.022811189	-0.150063285	THCA
ERBB3	HER3	ERBB3_sym2pro_HER3_pY1289.R.C	0.005336707	0.039344405	49	0.061095949	-0.010283236	0.054114071	-0.008075398	0.053020551	THCA
NRG1	Heregulin	NRG1_sym2pro_Heregulin.R.V	1.11E-05	0.000720843	49	0.231221586	-0.047785502	0.212770617	-0.020357206	0.21086438	THCA
INPP4B	INPP4B	NA_sym2pro_INPP4B.G.C	0.005562874	0.039344405	49	0.174300256	-0.066371968	0.117397193	-0.029281658	0.091668702	THCA
INPP4B	INPP4B	NA_sym2pro_INPP4B.G.E	0.002884005	0.027089038	49	0.142952978	0.035720302	0.175446167	0.019301344	0.069630083	THCA
STK11	LKB1	STK11_sym2pro_LKB1.M.E	0.001372232	0.017839017	49	0.183616874	-0.058824662	0.130092606	-0.032905888	0.051431664	THCA
MAP2K1	MEK1	MAP2K1_sym2pro_MEK1.R.V	4.15E-05	0.001539697	49	0.18567717	-0.040580095	0.140706716	-0.044205342	0.141471829	THCA
MSH2	MSH2	NA_sym2pro_MSH2.M.C	0.006592752	0.040287817	49	-0.188855064	0.048684399	-0.164625449	0.014816639	-0.124240211	THCA
MSH2	MSH2	MSH2_sym2pro_MSH2.M.V	8.68E-06	0.000720843	49	-0.223844182	0.027238058	-0.199117391	0.015358374	-0.079006532	THCA
MSH6	MSH6	MSH6_sym2pro_MSH6.R.C	0.001897026	0.019729075	49	-0.078066179	0.041967591	-0.040529324	0.036925614	-0.041140565	THCA
NRAS	N.Ras	NRAS_sym2pro_N.Ras.M.V	0.004664899	0.035672757	49	0.083689747	0.05193581	0.14696349	0.063302026	0.146991773	THCA
NOTCH1	Notch1	NOTCH1_sym2pro_Notch1.R.V	0.004015739	0.03310812	49	0.059907886	-0.00458484	0.056219825	-0.00258901	0.057318876	THCA
PARP1	PARP	PARP1_sym2pro_PARP_cleaved.M.E	0.002044751	0.020447509	49	0.109788734	0.03814551	0.147698566	0.038092247	0.147880981	THCA
PDCD4	PDCD4	PDCD4_sym2pro_PDCD4.R.C	0.000418233	0.008364652	49	-0.362543335	0.053385381	-0.296104776	0.064528785	-0.29801455	THCA
PRKCA	PKC.alpha	PRKCA_sym2pro_PKC.alpha.M.V	0.001332088	0.017839017	49	0.121882451	-0.024253259	0.104441566	-0.016476459	0.105405992	THCA
PRKCB	PKC.pan	PRKCB_sym2pro_PKC.pan_BetaII_pS660.R.V	0.00076229	0.014156815	49	-0.222237268	0.056350848	-0.177088289	0.044687537	-0.177549731	THCA
RBM15	RBM15	RBM15_sym2pro_RBM15.R.V	3.31E-05	0.001433305	49	-0.207531525	0.02604464	-0.186622706	0.021643199	-0.185888326	THCA
RB1	Rb	RB1_sym2pro_Rb_pS807_S811.R.V	5.36E-05	0.001742017	49	-0.194789316	0.072348875	-0.162701082	0.034197288	-0.160592028	THCA
RPS6	S6	NA_sym2pro_S6.R.C	0.000861354	0.014930135	49	-0.169567894	0.036011427	-0.140835873	0.016455079	-0.106908108	THCA
SNAI1	Snail	SNAI1_sym2pro_Snail.M.E	2.04E-05	0.00105864	49	0.112079426	0.000469599	0.126449594	0.01364228	0.125721706	THCA
SYK	Syk	SYK_sym2pro_Syk.M.V	0.006784185	0.040287817	49	-0.145610002	0.068146836	-0.083544391	0.064939512	-0.08067049	THCA
YAP1	YAP	YAP1_sym2pro_YAP.R.E	0.008971741	0.047605159	49	-0.105333249	0.030657738	-0.067601879	0.02278759	-0.026928102	THCA
YAP1	YAP	YAP1_sym2pro_YAP_pS127.R.E	0.008533661	0.046223995	49	-0.18654684	0.022681025	-0.154794654	0.018748121	-0.061923876	THCA
YBX1	YB.1	YBX1_sym2pro_YB.1_pS102.R.V	0.00178638	0.019729075	49	-0.104746904	0.048708045	-0.055880017	0.050475816	-0.054271088	THCA
CTNNA1	alpha.Catenin	CTNNA1_sym2pro_alpha.Catenin.M.V	0.005896495	0.039344405	49	-0.147312009	-0.022233769	-0.150466861	-0.001464124	-0.059616331	THCA
MET	c.Met	MET_sym2pro_c.Met_pY1235.R.V	0.001869899	0.019729075	49	0.127085124	-0.018980559	0.109634365	-0.010900998	0.0434182	THCA
MTOR	mTOR	MTOR_sym2pro_mTOR.R.V	0.006817938	0.040287817	49	-0.0955074	0.02152543	-0.073352137	0.022138855	-0.073368545	THCA
CDKN1A	p21	NA_sym2pro_p21.R.C	0.00764347	0.044162269	49	-0.162784067	0.03550688	-0.146735066	0.009244879	-0.11228516	THCA
CDKN1B	p27	CDKN1B_sym2pro_p27.R.V	0.001691657	0.019729075	49	0.099861832	-0.009689227	0.104284071	0.003278474	0.103140306	THCA
MAPK14	p38	MAPK14_sym2pro_p38_MAPK.R.V	0.007990613	0.044873957	49	-0.159512024	0.036213067	-0.131178486	0.017153697	-0.052210268	THCA
MAPK14	p38	MAPK14_sym2pro_p38_pT180_Y182.R.V	0.001267645	0.017839017	49	-0.250881362	0.070472988	-0.216445651	0.034137939	-0.216743423	THCA
RPS6KB1	p70S6K	RPS6KB1_sym2pro_p70S6K.R.V	0.004630352	0.035672757	49	-0.063328081	0.028979338	-0.037736302	0.027790829	-0.035537252	THCA
EIF4EBP1	4E.BP1	EIF4EBP1_sym2pro_4E.BP1.R.V	0.000379053	0.030955983	3	0.202557515	-0.040335882	0.161903401	-0.037907799	0.164649716	UCEC
ASNS	ASNS	ASNS_sym2pro_ASNS.R.V	7.46E-05	0.010823301	3	0.330598892	-0.067588598	0.230506016	-0.09894686	0.231652032	UCEC
SRC..LYN..FYN..LCK..YES1..HCK	Src	SRC..LYN..FYN..LCK..YES1..HCK_sym2pro_Src_pY416.R.C	8.84E-05	0.010823301	3	0.195022836	-0.060180441	0.128460607	-0.067974476	0.12704836	UCEC
